,Value,Anomaly,year,Month,county
1336,1.06,-0.47,2006,May,Tehama
1337,0.37,-0.34,2006,June,Tehama
1338,0.0,-0.07,2006,July,Tehama
1339,0.01,-0.15,2006,August,Tehama
1340,0.0,-0.63,2006,September,Tehama
1341,0.22,-1.91,2006,October,Tehama
1342,3.81,-0.73,2006,November,Tehama
1343,6.04,-0.14,2006,December,Tehama
1344,0.41,-6.45,2007,January,Tehama
1345,7.76,1.74,2007,February,Tehama
1346,1.23,-3.78,2007,March,Tehama
1347,2.26,-0.42,2007,April,Tehama
1348,0.77,-0.76,2007,May,Tehama
1349,0.19,-0.52,2007,June,Tehama
1350,0.39,0.32,2007,July,Tehama
1351,0.0,-0.16,2007,August,Tehama
1352,0.67,0.04,2007,September,Tehama
1353,2.67,0.54,2007,October,Tehama
1354,0.84,-3.7,2007,November,Tehama
1355,4.93,-1.25,2007,December,Tehama
1356,10.77,3.91,2008,January,Tehama
1357,4.22,-1.8,2008,February,Tehama
1358,0.83,-4.18,2008,March,Tehama
1359,0.45,-2.23,2008,April,Tehama
1360,0.41,-1.12,2008,May,Tehama
1361,0.01,-0.7,2008,June,Tehama
1362,0.0,-0.07,2008,July,Tehama
1363,0.02,-0.14,2008,August,Tehama
1364,0.03,-0.6,2008,September,Tehama
1365,2.0,-0.13,2008,October,Tehama
1366,3.2,-1.34,2008,November,Tehama
1367,3.71,-2.47,2008,December,Tehama
1368,1.76,-5.1,2009,January,Tehama
1369,9.91,3.89,2009,February,Tehama
1370,4.1,-0.91,2009,March,Tehama
1371,0.69,-1.99,2009,April,Tehama
1372,2.05,0.52,2009,May,Tehama
1373,1.69,0.98,2009,June,Tehama
1374,0.01,-0.06,2009,July,Tehama
1375,0.18,0.02,2009,August,Tehama
1376,0.18,-0.45,2009,September,Tehama
1377,3.13,1.0,2009,October,Tehama
1378,1.8,-2.74,2009,November,Tehama
1379,4.62,-1.56,2009,December,Tehama
1380,11.19,4.33,2010,January,Tehama
1381,6.04,0.02,2010,February,Tehama
1382,3.14,-1.87,2010,March,Tehama
1383,5.88,3.2,2010,April,Tehama
1384,1.89,0.36,2010,May,Tehama
1385,0.2,-0.51,2010,June,Tehama
1386,0.03,-0.04,2010,July,Tehama
1387,0.09,-0.07,2010,August,Tehama
1388,0.34,-0.29,2010,September,Tehama
1389,4.69,2.56,2010,October,Tehama
1390,3.51,-1.03,2010,November,Tehama
1391,9.5,3.32,2010,December,Tehama
1392,1.79,-5.07,2011,January,Tehama
1393,4.67,-1.35,2011,February,Tehama
1394,9.91,4.9,2011,March,Tehama
1395,1.44,-1.24,2011,April,Tehama
1396,3.14,1.61,2011,May,Tehama
1397,2.0,1.29,2011,June,Tehama
1398,0.02,-0.05,2011,July,Tehama
1399,0.0,-0.16,2011,August,Tehama
1400,0.09,-0.54,2011,September,Tehama
1401,2.79,0.66,2011,October,Tehama
1402,3.46,-1.08,2011,November,Tehama
1403,0.27,-5.91,2011,December,Tehama
1404,6.17,-0.69,2012,January,Tehama
1405,2.26,-3.76,2012,February,Tehama
1406,9.03,4.02,2012,March,Tehama
1407,3.73,1.05,2012,April,Tehama
1408,0.36,-1.17,2012,May,Tehama
1409,0.49,-0.22,2012,June,Tehama
1410,0.01,-0.06,2012,July,Tehama
1411,0.01,-0.15,2012,August,Tehama
1412,0.0,-0.63,2012,September,Tehama
1413,1.34,-0.79,2012,October,Tehama
1414,7.86,3.32,2012,November,Tehama
1415,11.83,5.65,2012,December,Tehama
1416,1.37,-5.49,2013,January,Tehama
1417,0.68,-5.34,2013,February,Tehama
1418,2.22,-2.79,2013,March,Tehama
1419,1.37,-1.31,2013,April,Tehama
1420,0.85,-0.68,2013,May,Tehama
1421,1.17,0.46,2013,June,Tehama
1422,0.04,-0.03,2013,July,Tehama
1423,0.04,-0.12,2013,August,Tehama
1424,1.11,0.48,2013,September,Tehama
1425,0.27,-1.86,2013,October,Tehama
1426,1.92,-2.62,2013,November,Tehama
1427,0.38,-5.8,2013,December,Tehama
1428,0.5,-6.36,2014,January,Tehama
1429,8.55,2.53,2014,February,Tehama
1430,7.79,2.78,2014,March,Tehama
1431,1.3,-1.38,2014,April,Tehama
1432,0.51,-1.02,2014,May,Tehama
1433,0.04,-0.67,2014,June,Tehama
1434,0.08,0.01,2014,July,Tehama
1435,0.4,0.24,2014,August,Tehama
1436,1.65,1.02,2014,September,Tehama
1437,2.05,-0.08,2014,October,Tehama
1438,4.28,-0.26,2014,November,Tehama
1439,15.19,9.01,2014,December,Tehama
1440,0.25,-6.61,2015,January,Tehama
1441,4.29,-1.73,2015,February,Tehama
1442,1.04,-3.97,2015,March,Tehama
1443,1.76,-0.92,2015,April,Tehama
1444,0.61,-0.92,2015,May,Tehama
1445,0.33,-0.38,2015,June,Tehama
1446,0.18,0.11,2015,July,Tehama
1447,0.04,-0.12,2015,August,Tehama
1448,0.4,-0.23,2015,September,Tehama
1449,0.62,-1.51,2015,October,Tehama
1450,2.64,-1.9,2015,November,Tehama
1451,7.4,1.22,2015,December,Tehama
1452,12.23,5.37,2016,January,Tehama
1453,1.6,-4.42,2016,February,Tehama
1454,9.8,4.79,2016,March,Tehama
1455,2.07,-0.61,2016,April,Tehama
1456,1.47,-0.06,2016,May,Tehama
1457,1.21,0.5,2016,June,Tehama
1458,0.01,-0.06,2016,July,Tehama
1459,0.0,-0.16,2016,August,Tehama
1460,0.02,-0.61,2016,September,Tehama
1461,7.15,5.02,2016,October,Tehama
1462,5.1,0.56,2016,November,Tehama
1463,7.33,1.15,2016,December,Tehama
1464,11.81,4.95,2017,January,Tehama
1465,11.25,5.23,2017,February,Tehama
1466,4.12,-0.89,2017,March,Tehama
1467,5.04,2.36,2017,April,Tehama
1468,0.47,-1.06,2017,May,Tehama
1469,0.47,-0.24,2017,June,Tehama
1470,0.0,-0.07,2017,July,Tehama
1471,0.05,-0.11,2017,August,Tehama
1472,0.33,-0.3,2017,September,Tehama
1473,0.78,-1.35,2017,October,Tehama
1474,6.19,1.65,2017,November,Tehama
1475,0.33,-5.85,2017,December,Tehama
1476,5.24,-1.62,2018,January,Tehama
1477,0.32,-5.7,2018,February,Tehama
1478,6.71,1.7,2018,March,Tehama
1479,5.36,2.68,2018,April,Tehama
1480,0.93,-0.6,2018,May,Tehama
1481,0.17,-0.54,2018,June,Tehama
1482,0.01,-0.06,2018,July,Tehama
1483,0.0,-0.16,2018,August,Tehama
1484,0.01,-0.62,2018,September,Tehama
1485,0.9,-1.23,2018,October,Tehama
1486,5.8,1.26,2018,November,Tehama
1487,5.13,-1.05,2018,December,Tehama
1488,9.32,2.46,2019,January,Tehama
1489,14.32,8.3,2019,February,Tehama
1490,8.43,3.42,2019,March,Tehama
1491,1.99,-0.69,2019,April,Tehama
1492,4.37,2.84,2019,May,Tehama
1493,0.05,-0.66,2019,June,Tehama
1494,0.0,-0.07,2019,July,Tehama
1495,0.24,0.08,2019,August,Tehama
1496,0.92,0.29,2019,September,Tehama
1497,0.16,-1.97,2019,October,Tehama
1498,1.4,-3.14,2019,November,Tehama
1499,7.24,1.06,2019,December,Tehama
1500,3.47,-3.39,2020,January,Tehama
1501,0.02,-6.0,2020,February,Tehama
1502,3.96,-1.05,2020,March,Tehama
1503,1.12,-1.56,2020,April,Tehama
1504,3.06,1.53,2020,May,Tehama
1505,0.29,-0.42,2020,June,Tehama
1506,0.02,-0.05,2020,July,Tehama
1507,0.11,-0.05,2020,August,Tehama
1508,0.0,-0.63,2020,September,Tehama
1509,0.01,-2.12,2020,October,Tehama
1510,1.52,-3.02,2020,November,Tehama
1511,2.92,-3.26,2020,December,Tehama
1512,4.46,-2.4,2021,January,Tehama
1513,2.67,-3.35,2021,February,Tehama
1514,3.41,-1.6,2021,March,Tehama
1515,0.63,-2.05,2021,April,Tehama
1516,0.15,-1.38,2021,May,Tehama
1517,0.11,-0.6,2021,June,Tehama
1518,0.01,-0.06,2021,July,Tehama
1519,0.0,-0.16,2021,August,Tehama
1520,0.51,-0.12,2021,September,Tehama
1521,7.73,5.6,2021,October,Tehama
1522,2.36,-2.18,2021,November,Tehama
1523,7.99,1.81,2021,December,Tehama
1524,0.62,-6.24,2022,January,Tehama
1525,0.03,-5.99,2022,February,Tehama
1526,1.23,-3.78,2022,March,Tehama
1527,2.43,-0.25,2022,April,Tehama
1528,0.25,-1.28,2022,May,Tehama
1529,1.07,0.36,2022,June,Tehama
1530,0.01,-0.06,2022,July,Tehama
1531,0.02,-0.14,2022,August,Tehama
1532,1.37,0.74,2022,September,Tehama
1533,0.0,-2.13,2022,October,Tehama
1534,3.53,-1.01,2022,November,Tehama
1535,9.12,2.94,2022,December,Tehama
1536,11.91,5.05,2023,January,Tehama
1537,4.07,-1.95,2023,February,Tehama
1538,12.55,7.54,2023,March,Tehama
0,19.28,8.51,1895,January,Trinity
1,5.25,-4.1,1895,February,Trinity
2,6.39,-1.02,1895,March,Trinity
3,2.16,-1.85,1895,April,Trinity
4,4.65,2.46,1895,May,Trinity
5,0.1,-0.8,1895,June,Trinity
6,0.73,0.54,1895,July,Trinity
7,0.17,-0.13,1895,August,Trinity
8,2.72,1.74,1895,September,Trinity
9,0.04,-3.45,1895,October,Trinity
10,3.22,-4.63,1895,November,Trinity
11,8.34,-1.71,1895,December,Trinity
12,19.73,8.96,1896,January,Trinity
13,2.97,-6.38,1896,February,Trinity
14,6.62,-0.79,1896,March,Trinity
15,11.98,7.97,1896,April,Trinity
16,7.37,5.18,1896,May,Trinity
17,0.33,-0.57,1896,June,Trinity
18,0.12,-0.07,1896,July,Trinity
19,0.91,0.61,1896,August,Trinity
20,0.86,-0.12,1896,September,Trinity
21,2.55,-0.94,1896,October,Trinity
22,11.2,3.35,1896,November,Trinity
23,13.36,3.31,1896,December,Trinity
24,4.87,-5.9,1897,January,Trinity
25,11.94,2.59,1897,February,Trinity
26,10.5,3.09,1897,March,Trinity
27,2.88,-1.13,1897,April,Trinity
28,0.69,-1.5,1897,May,Trinity
29,1.78,0.88,1897,June,Trinity
30,0.01,-0.18,1897,July,Trinity
31,0.14,-0.16,1897,August,Trinity
32,0.5,-0.48,1897,September,Trinity
33,3.27,-0.22,1897,October,Trinity
34,6.75,-1.1,1897,November,Trinity
35,6.78,-3.27,1897,December,Trinity
36,2.01,-8.76,1898,January,Trinity
37,10.43,1.08,1898,February,Trinity
38,1.08,-6.33,1898,March,Trinity
39,1.73,-2.28,1898,April,Trinity
40,4.29,2.1,1898,May,Trinity
41,1.62,0.72,1898,June,Trinity
42,0.04,-0.15,1898,July,Trinity
43,0.07,-0.23,1898,August,Trinity
44,1.6,0.62,1898,September,Trinity
45,1.88,-1.61,1898,October,Trinity
46,4.4,-3.45,1898,November,Trinity
47,3.42,-6.63,1898,December,Trinity
48,12.24,1.47,1899,January,Trinity
49,3.17,-6.18,1899,February,Trinity
50,10.95,3.54,1899,March,Trinity
51,1.3,-2.71,1899,April,Trinity
52,2.11,-0.08,1899,May,Trinity
53,1.39,0.49,1899,June,Trinity
54,0.01,-0.18,1899,July,Trinity
55,0.24,-0.06,1899,August,Trinity
56,0.48,-0.5,1899,September,Trinity
57,7.1,3.61,1899,October,Trinity
58,15.2,7.35,1899,November,Trinity
59,9.92,-0.13,1899,December,Trinity
60,8.32,-2.45,1900,January,Trinity
61,5.92,-3.43,1900,February,Trinity
62,5.15,-2.26,1900,March,Trinity
63,4.57,0.56,1900,April,Trinity
64,3.17,0.98,1900,May,Trinity
65,1.52,0.62,1900,June,Trinity
66,0.0,-0.19,1900,July,Trinity
67,0.45,0.15,1900,August,Trinity
68,0.54,-0.44,1900,September,Trinity
69,9.0,5.51,1900,October,Trinity
70,6.23,-1.62,1900,November,Trinity
71,6.3,-3.75,1900,December,Trinity
72,9.19,-1.58,1901,January,Trinity
73,9.58,0.23,1901,February,Trinity
74,3.5,-3.91,1901,March,Trinity
75,5.74,1.73,1901,April,Trinity
76,0.94,-1.25,1901,May,Trinity
77,0.02,-0.88,1901,June,Trinity
78,0.02,-0.17,1901,July,Trinity
79,0.22,-0.08,1901,August,Trinity
80,3.12,2.14,1901,September,Trinity
81,3.6,0.11,1901,October,Trinity
82,9.12,1.27,1901,November,Trinity
83,6.57,-3.48,1901,December,Trinity
84,3.13,-7.64,1902,January,Trinity
85,27.48,18.13,1902,February,Trinity
86,6.78,-0.63,1902,March,Trinity
87,6.99,2.98,1902,April,Trinity
88,3.81,1.62,1902,May,Trinity
89,0.13,-0.77,1902,June,Trinity
90,0.09,-0.1,1902,July,Trinity
91,0.24,-0.06,1902,August,Trinity
92,0.1,-0.88,1902,September,Trinity
93,6.89,3.4,1902,October,Trinity
94,13.82,5.97,1902,November,Trinity
95,10.38,0.33,1902,December,Trinity
96,14.47,3.7,1903,January,Trinity
97,3.98,-5.37,1903,February,Trinity
98,11.06,3.65,1903,March,Trinity
99,1.24,-2.77,1903,April,Trinity
100,0.98,-1.21,1903,May,Trinity
101,0.26,-0.64,1903,June,Trinity
102,0.07,-0.12,1903,July,Trinity
103,0.05,-0.25,1903,August,Trinity
104,0.09,-0.89,1903,September,Trinity
105,1.94,-1.55,1903,October,Trinity
106,21.01,13.16,1903,November,Trinity
107,7.24,-2.81,1903,December,Trinity
108,4.78,-5.99,1904,January,Trinity
109,23.83,14.48,1904,February,Trinity
110,19.45,12.04,1904,March,Trinity
111,7.11,3.1,1904,April,Trinity
112,0.22,-1.97,1904,May,Trinity
113,0.38,-0.52,1904,June,Trinity
114,0.72,0.53,1904,July,Trinity
115,0.01,-0.29,1904,August,Trinity
116,3.05,2.07,1904,September,Trinity
117,6.14,2.65,1904,October,Trinity
118,5.6,-2.25,1904,November,Trinity
119,11.19,1.14,1904,December,Trinity
120,12.27,1.5,1905,January,Trinity
121,4.15,-5.2,1905,February,Trinity
122,10.98,3.57,1905,March,Trinity
123,1.82,-2.19,1905,April,Trinity
124,2.83,0.64,1905,May,Trinity
125,0.32,-0.58,1905,June,Trinity
126,0.0,-0.19,1905,July,Trinity
127,0.02,-0.28,1905,August,Trinity
128,0.62,-0.36,1905,September,Trinity
129,0.73,-2.76,1905,October,Trinity
130,4.86,-2.99,1905,November,Trinity
131,5.56,-4.49,1905,December,Trinity
132,16.55,5.78,1906,January,Trinity
133,9.82,0.47,1906,February,Trinity
134,16.37,8.96,1906,March,Trinity
135,2.94,-1.07,1906,April,Trinity
136,5.9,3.71,1906,May,Trinity
137,2.65,1.75,1906,June,Trinity
138,0.0,-0.19,1906,July,Trinity
139,0.0,-0.3,1906,August,Trinity
140,0.98,0.0,1906,September,Trinity
141,0.34,-3.15,1906,October,Trinity
142,4.39,-3.46,1906,November,Trinity
143,14.64,4.59,1906,December,Trinity
144,14.14,3.37,1907,January,Trinity
145,11.68,2.33,1907,February,Trinity
146,15.87,8.46,1907,March,Trinity
147,4.0,-0.01,1907,April,Trinity
148,2.95,0.76,1907,May,Trinity
149,1.78,0.88,1907,June,Trinity
150,0.13,-0.06,1907,July,Trinity
151,0.64,0.34,1907,August,Trinity
152,0.34,-0.64,1907,September,Trinity
153,1.97,-1.52,1907,October,Trinity
154,1.7,-6.15,1907,November,Trinity
155,15.23,5.18,1907,December,Trinity
156,9.48,-1.29,1908,January,Trinity
157,9.06,-0.29,1908,February,Trinity
158,1.61,-5.8,1908,March,Trinity
159,1.88,-2.13,1908,April,Trinity
160,3.58,1.39,1908,May,Trinity
161,0.58,-0.32,1908,June,Trinity
162,0.06,-0.13,1908,July,Trinity
163,0.0,-0.3,1908,August,Trinity
164,0.2,-0.78,1908,September,Trinity
165,3.83,0.34,1908,October,Trinity
166,5.57,-2.28,1908,November,Trinity
167,5.74,-4.31,1908,December,Trinity
168,30.77,20.0,1909,January,Trinity
169,17.55,8.2,1909,February,Trinity
170,4.53,-2.88,1909,March,Trinity
171,0.07,-3.94,1909,April,Trinity
172,0.5,-1.69,1909,May,Trinity
173,0.27,-0.63,1909,June,Trinity
174,0.25,0.06,1909,July,Trinity
175,0.0,-0.3,1909,August,Trinity
176,1.62,0.64,1909,September,Trinity
177,3.86,0.37,1909,October,Trinity
178,13.64,5.79,1909,November,Trinity
179,8.74,-1.31,1909,December,Trinity
180,7.41,-3.36,1910,January,Trinity
181,8.41,-0.94,1910,February,Trinity
182,5.13,-2.28,1910,March,Trinity
183,1.31,-2.7,1910,April,Trinity
184,1.1,-1.09,1910,May,Trinity
185,0.26,-0.64,1910,June,Trinity
186,0.02,-0.17,1910,July,Trinity
187,0.0,-0.3,1910,August,Trinity
188,0.4,-0.58,1910,September,Trinity
189,1.05,-2.44,1910,October,Trinity
190,8.64,0.79,1910,November,Trinity
191,5.08,-4.97,1910,December,Trinity
192,16.15,5.38,1911,January,Trinity
193,4.94,-4.41,1911,February,Trinity
194,8.66,1.25,1911,March,Trinity
195,3.71,-0.3,1911,April,Trinity
196,2.13,-0.06,1911,May,Trinity
197,0.42,-0.48,1911,June,Trinity
198,0.24,0.05,1911,July,Trinity
199,0.0,-0.3,1911,August,Trinity
200,0.69,-0.29,1911,September,Trinity
201,1.52,-1.97,1911,October,Trinity
202,2.02,-5.83,1911,November,Trinity
203,5.08,-4.97,1911,December,Trinity
204,10.27,-0.5,1912,January,Trinity
205,4.66,-4.69,1912,February,Trinity
206,7.73,0.32,1912,March,Trinity
207,7.47,3.46,1912,April,Trinity
208,4.47,2.28,1912,May,Trinity
209,1.31,0.41,1912,June,Trinity
210,0.15,-0.04,1912,July,Trinity
211,0.14,-0.16,1912,August,Trinity
212,4.14,3.16,1912,September,Trinity
213,2.79,-0.7,1912,October,Trinity
214,9.56,1.71,1912,November,Trinity
215,5.27,-4.78,1912,December,Trinity
216,12.62,1.85,1913,January,Trinity
217,0.75,-8.6,1913,February,Trinity
218,3.62,-3.79,1913,March,Trinity
219,4.39,0.38,1913,April,Trinity
220,2.28,0.09,1913,May,Trinity
221,1.54,0.64,1913,June,Trinity
222,0.77,0.58,1913,July,Trinity
223,0.16,-0.14,1913,August,Trinity
224,0.25,-0.73,1913,September,Trinity
225,0.29,-3.2,1913,October,Trinity
226,11.29,3.44,1913,November,Trinity
227,16.78,6.73,1913,December,Trinity
228,23.16,12.39,1914,January,Trinity
229,7.72,-1.63,1914,February,Trinity
230,2.32,-5.09,1914,March,Trinity
231,5.87,1.86,1914,April,Trinity
232,1.19,-1.0,1914,May,Trinity
233,1.98,1.08,1914,June,Trinity
234,0.14,-0.05,1914,July,Trinity
235,0.07,-0.23,1914,August,Trinity
236,1.09,0.11,1914,September,Trinity
237,5.02,1.53,1914,October,Trinity
238,2.43,-5.42,1914,November,Trinity
239,8.76,-1.29,1914,December,Trinity
240,14.83,4.06,1915,January,Trinity
241,21.44,12.09,1915,February,Trinity
242,5.89,-1.52,1915,March,Trinity
243,3.43,-0.58,1915,April,Trinity
244,5.27,3.08,1915,May,Trinity
245,0.05,-0.85,1915,June,Trinity
246,0.14,-0.05,1915,July,Trinity
247,0.01,-0.29,1915,August,Trinity
248,0.02,-0.96,1915,September,Trinity
249,0.78,-2.71,1915,October,Trinity
250,6.15,-1.7,1915,November,Trinity
251,12.83,2.78,1915,December,Trinity
252,17.93,7.16,1916,January,Trinity
253,8.25,-1.1,1916,February,Trinity
254,5.53,-1.88,1916,March,Trinity
255,1.32,-2.69,1916,April,Trinity
256,0.91,-1.28,1916,May,Trinity
257,1.33,0.43,1916,June,Trinity
258,0.61,0.42,1916,July,Trinity
259,0.4,0.1,1916,August,Trinity
260,0.3,-0.68,1916,September,Trinity
261,1.41,-2.08,1916,October,Trinity
262,5.33,-2.52,1916,November,Trinity
263,8.25,-1.8,1916,December,Trinity
264,5.84,-4.93,1917,January,Trinity
265,10.54,1.19,1917,February,Trinity
266,2.81,-4.6,1917,March,Trinity
267,4.8,0.79,1917,April,Trinity
268,1.33,-0.86,1917,May,Trinity
269,0.0,-0.9,1917,June,Trinity
270,0.0,-0.19,1917,July,Trinity
271,0.11,-0.19,1917,August,Trinity
272,0.72,-0.26,1917,September,Trinity
273,0.0,-3.49,1917,October,Trinity
274,6.55,-1.3,1917,November,Trinity
275,4.67,-5.38,1917,December,Trinity
276,2.62,-8.15,1918,January,Trinity
277,8.98,-0.37,1918,February,Trinity
278,7.0,-0.41,1918,March,Trinity
279,2.3,-1.71,1918,April,Trinity
280,0.49,-1.7,1918,May,Trinity
281,0.13,-0.77,1918,June,Trinity
282,0.01,-0.18,1918,July,Trinity
283,0.47,0.17,1918,August,Trinity
284,2.98,2.0,1918,September,Trinity
285,2.65,-0.84,1918,October,Trinity
286,7.03,-0.82,1918,November,Trinity
287,4.68,-5.37,1918,December,Trinity
288,11.69,0.92,1919,January,Trinity
289,15.35,6.0,1919,February,Trinity
290,6.96,-0.45,1919,March,Trinity
291,3.89,-0.12,1919,April,Trinity
292,0.72,-1.47,1919,May,Trinity
293,0.11,-0.79,1919,June,Trinity
294,0.01,-0.18,1919,July,Trinity
295,0.0,-0.3,1919,August,Trinity
296,1.78,0.8,1919,September,Trinity
297,0.82,-2.67,1919,October,Trinity
298,2.14,-5.71,1919,November,Trinity
299,9.42,-0.63,1919,December,Trinity
300,0.91,-9.86,1920,January,Trinity
301,1.52,-7.83,1920,February,Trinity
302,6.58,-0.83,1920,March,Trinity
303,6.71,2.7,1920,April,Trinity
304,0.44,-1.75,1920,May,Trinity
305,1.39,0.49,1920,June,Trinity
306,0.42,0.23,1920,July,Trinity
307,0.7,0.4,1920,August,Trinity
308,1.21,0.23,1920,September,Trinity
309,4.61,1.12,1920,October,Trinity
310,20.61,12.76,1920,November,Trinity
311,18.09,8.04,1920,December,Trinity
312,12.12,1.35,1921,January,Trinity
313,7.2,-2.15,1921,February,Trinity
314,5.74,-1.67,1921,March,Trinity
315,0.9,-3.11,1921,April,Trinity
316,3.37,1.18,1921,May,Trinity
317,0.16,-0.74,1921,June,Trinity
318,0.0,-0.19,1921,July,Trinity
319,0.02,-0.28,1921,August,Trinity
320,0.43,-0.55,1921,September,Trinity
321,2.8,-0.69,1921,October,Trinity
322,4.95,-2.9,1921,November,Trinity
323,7.62,-2.43,1921,December,Trinity
324,2.11,-8.66,1922,January,Trinity
325,11.77,2.42,1922,February,Trinity
326,6.21,-1.2,1922,March,Trinity
327,1.19,-2.82,1922,April,Trinity
328,1.74,-0.45,1922,May,Trinity
329,0.74,-0.16,1922,June,Trinity
330,0.0,-0.19,1922,July,Trinity
331,0.13,-0.17,1922,August,Trinity
332,0.28,-0.7,1922,September,Trinity
333,6.22,2.73,1922,October,Trinity
334,4.65,-3.2,1922,November,Trinity
335,14.84,4.79,1922,December,Trinity
336,4.33,-6.44,1923,January,Trinity
337,1.64,-7.71,1923,February,Trinity
338,0.34,-7.07,1923,March,Trinity
339,7.73,3.72,1923,April,Trinity
340,0.77,-1.42,1923,May,Trinity
341,2.29,1.39,1923,June,Trinity
342,0.05,-0.14,1923,July,Trinity
343,0.33,0.03,1923,August,Trinity
344,2.66,1.68,1923,September,Trinity
345,3.03,-0.46,1923,October,Trinity
346,2.25,-5.6,1923,November,Trinity
347,4.34,-5.71,1923,December,Trinity
348,3.91,-6.86,1924,January,Trinity
349,4.86,-4.49,1924,February,Trinity
350,2.32,-5.09,1924,March,Trinity
351,0.31,-3.7,1924,April,Trinity
352,0.07,-2.12,1924,May,Trinity
353,0.32,-0.58,1924,June,Trinity
354,0.01,-0.18,1924,July,Trinity
355,1.18,0.88,1924,August,Trinity
356,0.46,-0.52,1924,September,Trinity
357,10.42,6.93,1924,October,Trinity
358,7.88,0.03,1924,November,Trinity
359,8.53,-1.52,1924,December,Trinity
360,3.91,-6.86,1925,January,Trinity
361,20.17,10.82,1925,February,Trinity
362,3.69,-3.72,1925,March,Trinity
363,9.22,5.21,1925,April,Trinity
364,3.55,1.36,1925,May,Trinity
365,1.13,0.23,1925,June,Trinity
366,0.07,-0.12,1925,July,Trinity
367,0.57,0.27,1925,August,Trinity
368,2.69,1.71,1925,September,Trinity
369,0.71,-2.78,1925,October,Trinity
370,6.61,-1.24,1925,November,Trinity
371,4.39,-5.66,1925,December,Trinity
372,8.21,-2.56,1926,January,Trinity
373,12.43,3.08,1926,February,Trinity
374,0.21,-7.2,1926,March,Trinity
375,5.2,1.19,1926,April,Trinity
376,1.7,-0.49,1926,May,Trinity
377,0.0,-0.9,1926,June,Trinity
378,0.12,-0.07,1926,July,Trinity
379,0.5,0.2,1926,August,Trinity
380,0.22,-0.76,1926,September,Trinity
381,4.78,1.29,1926,October,Trinity
382,21.92,14.07,1926,November,Trinity
383,7.11,-2.94,1926,December,Trinity
384,10.1,-0.67,1927,January,Trinity
385,18.39,9.04,1927,February,Trinity
386,5.29,-2.12,1927,March,Trinity
387,4.88,0.87,1927,April,Trinity
388,1.39,-0.8,1927,May,Trinity
389,1.23,0.33,1927,June,Trinity
390,0.05,-0.14,1927,July,Trinity
391,0.02,-0.28,1927,August,Trinity
392,0.13,-0.85,1927,September,Trinity
393,2.59,-0.9,1927,October,Trinity
394,13.97,6.12,1927,November,Trinity
395,5.96,-4.09,1927,December,Trinity
396,6.44,-4.33,1928,January,Trinity
397,4.84,-4.51,1928,February,Trinity
398,11.53,4.12,1928,March,Trinity
399,5.2,1.19,1928,April,Trinity
400,0.37,-1.82,1928,May,Trinity
401,0.28,-0.62,1928,June,Trinity
402,0.02,-0.17,1928,July,Trinity
403,0.02,-0.28,1928,August,Trinity
404,0.33,-0.65,1928,September,Trinity
405,1.65,-1.84,1928,October,Trinity
406,9.29,1.44,1928,November,Trinity
407,8.22,-1.83,1928,December,Trinity
408,3.39,-7.38,1929,January,Trinity
409,3.87,-5.48,1929,February,Trinity
410,2.89,-4.52,1929,March,Trinity
411,4.08,0.07,1929,April,Trinity
412,0.21,-1.98,1929,May,Trinity
413,2.41,1.51,1929,June,Trinity
414,0.0,-0.19,1929,July,Trinity
415,0.0,-0.3,1929,August,Trinity
416,0.0,-0.98,1929,September,Trinity
417,0.54,-2.95,1929,October,Trinity
418,0.0,-7.85,1929,November,Trinity
419,16.17,6.12,1929,December,Trinity
420,8.96,-1.81,1930,January,Trinity
421,8.89,-0.46,1930,February,Trinity
422,3.31,-4.1,1930,March,Trinity
423,4.54,0.53,1930,April,Trinity
424,1.09,-1.1,1930,May,Trinity
425,0.09,-0.81,1930,June,Trinity
426,0.1,-0.09,1930,July,Trinity
427,0.01,-0.29,1930,August,Trinity
428,1.42,0.44,1930,September,Trinity
429,1.09,-2.4,1930,October,Trinity
430,5.06,-2.79,1930,November,Trinity
431,3.32,-6.73,1930,December,Trinity
432,10.4,-0.37,1931,January,Trinity
433,3.33,-6.02,1931,February,Trinity
434,5.49,-1.92,1931,March,Trinity
435,1.5,-2.51,1931,April,Trinity
436,1.34,-0.85,1931,May,Trinity
437,2.62,1.72,1931,June,Trinity
438,0.0,-0.19,1931,July,Trinity
439,0.0,-0.3,1931,August,Trinity
440,0.21,-0.77,1931,September,Trinity
441,4.78,1.29,1931,October,Trinity
442,6.07,-1.78,1931,November,Trinity
443,15.97,5.92,1931,December,Trinity
444,5.07,-5.7,1932,January,Trinity
445,1.7,-7.65,1932,February,Trinity
446,3.84,-3.57,1932,March,Trinity
447,5.05,1.04,1932,April,Trinity
448,3.37,1.18,1932,May,Trinity
449,0.19,-0.71,1932,June,Trinity
450,0.26,0.07,1932,July,Trinity
451,0.0,-0.3,1932,August,Trinity
452,0.0,-0.98,1932,September,Trinity
453,0.67,-2.82,1932,October,Trinity
454,5.78,-2.07,1932,November,Trinity
455,7.12,-2.93,1932,December,Trinity
456,10.22,-0.55,1933,January,Trinity
457,2.94,-6.41,1933,February,Trinity
458,10.89,3.48,1933,March,Trinity
459,0.7,-3.31,1933,April,Trinity
460,5.0,2.81,1933,May,Trinity
461,0.26,-0.64,1933,June,Trinity
462,0.01,-0.18,1933,July,Trinity
