,Value,Anomaly,year,Month,county
292,53.4,4.0,1919,May,Sierra
293,55.6,-1.3,1919,June,Sierra
294,64.4,0.4,1919,July,Sierra
295,62.6,-0.4,1919,August,Sierra
296,55.3,-2.2,1919,September,Sierra
297,43.4,-5.6,1919,October,Sierra
298,36.9,-2.3,1919,November,Sierra
299,30.4,-2.7,1919,December,Sierra
300,35.8,4.1,1920,January,Sierra
301,35.6,2.0,1920,February,Sierra
302,34.6,-2.4,1920,March,Sierra
303,39.7,-2.8,1920,April,Sierra
304,48.8,-0.6,1920,May,Sierra
305,55.7,-1.2,1920,June,Sierra
306,60.0,-4.0,1920,July,Sierra
307,63.6,0.6,1920,August,Sierra
308,55.6,-1.9,1920,September,Sierra
309,43.3,-5.7,1920,October,Sierra
310,37.3,-1.9,1920,November,Sierra
311,31.4,-1.7,1920,December,Sierra
312,31.4,-0.3,1921,January,Sierra
313,35.1,1.5,1921,February,Sierra
314,39.7,2.7,1921,March,Sierra
315,41.2,-1.3,1921,April,Sierra
316,46.2,-3.2,1921,May,Sierra
317,56.8,-0.1,1921,June,Sierra
318,63.0,-1.0,1921,July,Sierra
319,61.0,-2.0,1921,August,Sierra
320,55.3,-2.2,1921,September,Sierra
321,50.1,1.1,1921,October,Sierra
322,41.2,2.0,1921,November,Sierra
323,35.1,2.0,1921,December,Sierra
324,26.2,-5.5,1922,January,Sierra
325,27.9,-5.7,1922,February,Sierra
326,31.8,-5.2,1922,March,Sierra
327,38.5,-4.0,1922,April,Sierra
328,49.8,0.4,1922,May,Sierra
329,57.6,0.7,1922,June,Sierra
330,65.4,1.4,1922,July,Sierra
331,60.6,-2.4,1922,August,Sierra
332,59.4,1.9,1922,September,Sierra
333,47.8,-1.2,1922,October,Sierra
334,36.3,-2.9,1922,November,Sierra
335,34.4,1.3,1922,December,Sierra
336,32.0,0.3,1923,January,Sierra
337,29.9,-3.7,1923,February,Sierra
338,38.7,1.7,1923,March,Sierra
339,41.6,-0.9,1923,April,Sierra
340,49.5,0.1,1923,May,Sierra
341,51.8,-5.1,1923,June,Sierra
342,62.2,-1.8,1923,July,Sierra
343,61.1,-1.9,1923,August,Sierra
344,58.5,1.0,1923,September,Sierra
345,47.1,-1.9,1923,October,Sierra
346,42.6,3.4,1923,November,Sierra
347,32.9,-0.2,1923,December,Sierra
348,29.0,-2.7,1924,January,Sierra
349,39.8,6.2,1924,February,Sierra
350,34.5,-2.5,1924,March,Sierra
351,43.9,1.4,1924,April,Sierra
352,54.6,5.2,1924,May,Sierra
353,57.5,0.6,1924,June,Sierra
354,62.7,-1.3,1924,July,Sierra
355,60.9,-2.1,1924,August,Sierra
356,56.6,-0.9,1924,September,Sierra
357,45.7,-3.3,1924,October,Sierra
358,39.7,0.5,1924,November,Sierra
359,31.3,-1.8,1924,December,Sierra
360,34.0,2.3,1925,January,Sierra
361,37.1,3.5,1925,February,Sierra
362,39.2,2.2,1925,March,Sierra
363,43.1,0.6,1925,April,Sierra
364,50.6,1.2,1925,May,Sierra
365,57.4,0.5,1925,June,Sierra
366,65.6,1.6,1925,July,Sierra
367,60.9,-2.1,1925,August,Sierra
368,52.0,-5.5,1925,September,Sierra
369,46.2,-2.8,1925,October,Sierra
370,37.9,-1.3,1925,November,Sierra
371,36.1,3.0,1925,December,Sierra
372,32.6,0.9,1926,January,Sierra
373,36.4,2.8,1926,February,Sierra
374,44.0,7.0,1926,March,Sierra
375,47.5,5.0,1926,April,Sierra
376,50.4,1.0,1926,May,Sierra
377,62.8,5.9,1926,June,Sierra
378,64.8,0.8,1926,July,Sierra
379,61.8,-1.2,1926,August,Sierra
380,54.0,-3.5,1926,September,Sierra
381,50.9,1.9,1926,October,Sierra
382,43.4,4.2,1926,November,Sierra
383,32.4,-0.7,1926,December,Sierra
384,33.1,1.4,1927,January,Sierra
385,33.6,0.0,1927,February,Sierra
386,37.4,0.4,1927,March,Sierra
387,40.8,-1.7,1927,April,Sierra
388,47.3,-2.1,1927,May,Sierra
389,57.0,0.1,1927,June,Sierra
390,63.8,-0.2,1927,July,Sierra
391,60.4,-2.6,1927,August,Sierra
392,53.3,-4.2,1927,September,Sierra
393,49.1,0.1,1927,October,Sierra
394,42.0,2.8,1927,November,Sierra
395,31.5,-1.6,1927,December,Sierra
396,34.1,2.4,1928,January,Sierra
397,35.6,2.0,1928,February,Sierra
398,40.6,3.6,1928,March,Sierra
399,41.6,-0.9,1928,April,Sierra
400,55.5,6.1,1928,May,Sierra
401,56.5,-0.4,1928,June,Sierra
402,64.0,0.0,1928,July,Sierra
403,63.2,0.2,1928,August,Sierra
404,57.7,0.2,1928,September,Sierra
405,48.0,-1.0,1928,October,Sierra
406,38.9,-0.3,1928,November,Sierra
407,30.4,-2.7,1928,December,Sierra
408,31.3,-0.4,1929,January,Sierra
409,30.4,-3.2,1929,February,Sierra
410,37.6,0.6,1929,March,Sierra
411,38.0,-4.5,1929,April,Sierra
412,50.6,1.2,1929,May,Sierra
413,54.5,-2.4,1929,June,Sierra
414,63.8,-0.2,1929,July,Sierra
415,64.7,1.7,1929,August,Sierra
416,55.7,-1.8,1929,September,Sierra
417,51.6,2.6,1929,October,Sierra
418,42.9,3.7,1929,November,Sierra
419,41.2,8.1,1929,December,Sierra
420,28.2,-3.5,1930,January,Sierra
421,37.9,4.3,1930,February,Sierra
422,39.3,2.3,1930,March,Sierra
423,44.4,1.9,1930,April,Sierra
424,46.0,-3.4,1930,May,Sierra
425,58.7,1.8,1930,June,Sierra
426,64.4,0.4,1930,July,Sierra
427,62.4,-0.6,1930,August,Sierra
428,55.1,-2.4,1930,September,Sierra
429,48.1,-0.9,1930,October,Sierra
430,40.3,1.1,1930,November,Sierra
431,34.4,1.3,1930,December,Sierra
432,34.3,2.6,1931,January,Sierra
433,36.2,2.6,1931,February,Sierra
434,41.3,4.3,1931,March,Sierra
435,47.0,4.5,1931,April,Sierra
436,55.2,5.8,1931,May,Sierra
437,56.1,-0.8,1931,June,Sierra
438,68.6,4.6,1931,July,Sierra
439,66.4,3.4,1931,August,Sierra
440,55.6,-1.9,1931,September,Sierra
441,49.0,0.0,1931,October,Sierra
442,35.9,-3.3,1931,November,Sierra
443,29.7,-3.4,1931,December,Sierra
444,27.9,-3.8,1932,January,Sierra
445,29.7,-3.9,1932,February,Sierra
446,39.0,2.0,1932,March,Sierra
447,40.7,-1.8,1932,April,Sierra
448,48.9,-0.5,1932,May,Sierra
449,58.9,2.0,1932,June,Sierra
450,62.8,-1.2,1932,July,Sierra
451,62.9,-0.1,1932,August,Sierra
452,61.2,3.7,1932,September,Sierra
453,48.8,-0.2,1932,October,Sierra
454,44.3,5.1,1932,November,Sierra
455,26.6,-6.5,1932,December,Sierra
456,26.7,-5.0,1933,January,Sierra
457,26.2,-7.4,1933,February,Sierra
458,36.3,-0.7,1933,March,Sierra
459,42.6,0.1,1933,April,Sierra
460,43.2,-6.2,1933,May,Sierra
461,56.5,-0.4,1933,June,Sierra
462,67.2,3.2,1933,July,Sierra
463,65.3,2.3,1933,August,Sierra
464,56.7,-0.8,1933,September,Sierra
465,55.1,6.1,1933,October,Sierra
466,41.8,2.6,1933,November,Sierra
467,34.8,1.7,1933,December,Sierra
468,37.9,6.2,1934,January,Sierra
469,38.1,4.5,1934,February,Sierra
470,47.0,10.0,1934,March,Sierra
471,48.6,6.1,1934,April,Sierra
472,52.9,3.5,1934,May,Sierra
473,56.3,-0.6,1934,June,Sierra
474,63.9,-0.1,1934,July,Sierra
475,66.1,3.1,1934,August,Sierra
476,59.5,2.0,1934,September,Sierra
477,50.7,1.7,1934,October,Sierra
478,41.5,2.3,1934,November,Sierra
479,35.7,2.6,1934,December,Sierra
480,30.1,-1.6,1935,January,Sierra
481,34.2,0.6,1935,February,Sierra
482,31.2,-5.8,1935,March,Sierra
483,41.9,-0.6,1935,April,Sierra
484,49.6,0.2,1935,May,Sierra
485,59.1,2.2,1935,June,Sierra
486,61.7,-2.3,1935,July,Sierra
487,64.3,1.3,1935,August,Sierra
488,60.3,2.8,1935,September,Sierra
489,47.0,-2.0,1935,October,Sierra
490,35.8,-3.4,1935,November,Sierra
491,32.8,-0.3,1935,December,Sierra
492,34.6,2.9,1936,January,Sierra
493,32.6,-1.0,1936,February,Sierra
494,40.0,3.0,1936,March,Sierra
495,45.0,2.5,1936,April,Sierra
496,51.1,1.7,1936,May,Sierra
497,57.0,0.1,1936,June,Sierra
498,65.3,1.3,1936,July,Sierra
499,63.6,0.6,1936,August,Sierra
500,57.7,0.2,1936,September,Sierra
501,51.2,2.2,1936,October,Sierra
502,41.6,2.4,1936,November,Sierra
503,32.5,-0.6,1936,December,Sierra
504,18.5,-13.2,1937,January,Sierra
505,31.2,-2.4,1937,February,Sierra
506,36.4,-0.6,1937,March,Sierra
507,39.8,-2.7,1937,April,Sierra
508,52.0,2.6,1937,May,Sierra
509,57.0,0.1,1937,June,Sierra
510,65.4,1.4,1937,July,Sierra
511,63.4,0.4,1937,August,Sierra
512,58.5,1.0,1937,September,Sierra
513,49.8,0.8,1937,October,Sierra
514,40.5,1.3,1937,November,Sierra
515,36.6,3.5,1937,December,Sierra
516,35.4,3.7,1938,January,Sierra
517,31.0,-2.6,1938,February,Sierra
518,32.9,-4.1,1938,March,Sierra
519,42.0,-0.5,1938,April,Sierra
520,49.9,0.5,1938,May,Sierra
521,59.8,2.9,1938,June,Sierra
522,64.8,0.8,1938,July,Sierra
523,63.1,0.1,1938,August,Sierra
524,59.3,1.8,1938,September,Sierra
525,47.6,-1.4,1938,October,Sierra
526,36.4,-2.8,1938,November,Sierra
527,36.4,3.3,1938,December,Sierra
528,33.4,1.7,1939,January,Sierra
529,27.7,-5.9,1939,February,Sierra
530,38.7,1.7,1939,March,Sierra
531,48.3,5.8,1939,April,Sierra
532,51.0,1.6,1939,May,Sierra
533,56.5,-0.4,1939,June,Sierra
534,65.5,1.5,1939,July,Sierra
535,66.2,3.2,1939,August,Sierra
536,58.0,0.5,1939,September,Sierra
537,48.2,-0.8,1939,October,Sierra
538,42.0,2.8,1939,November,Sierra
539,38.8,5.7,1939,December,Sierra
540,34.2,2.5,1940,January,Sierra
541,35.0,1.4,1940,February,Sierra
542,39.8,2.8,1940,March,Sierra
543,43.8,1.3,1940,April,Sierra
544,53.2,3.8,1940,May,Sierra
545,62.4,5.5,1940,June,Sierra
546,61.8,-2.2,1940,July,Sierra
547,64.9,1.9,1940,August,Sierra
548,54.6,-2.9,1940,September,Sierra
549,49.3,0.3,1940,October,Sierra
550,37.4,-1.8,1940,November,Sierra
551,35.6,2.5,1940,December,Sierra
552,33.6,1.9,1941,January,Sierra
553,36.3,2.7,1941,February,Sierra
554,39.2,2.2,1941,March,Sierra
555,39.3,-3.2,1941,April,Sierra
556,49.6,0.2,1941,May,Sierra
557,54.3,-2.6,1941,June,Sierra
558,64.8,0.8,1941,July,Sierra
559,60.6,-2.4,1941,August,Sierra
560,53.2,-4.3,1941,September,Sierra
561,46.0,-3.0,1941,October,Sierra
562,41.4,2.2,1941,November,Sierra
563,33.0,-0.1,1941,December,Sierra
564,30.8,-0.9,1942,January,Sierra
565,29.5,-4.1,1942,February,Sierra
566,35.9,-1.1,1942,March,Sierra
567,41.2,-1.3,1942,April,Sierra
568,45.1,-4.3,1942,May,Sierra
569,55.2,-1.7,1942,June,Sierra
570,64.5,0.5,1942,July,Sierra
571,64.0,1.0,1942,August,Sierra
572,58.0,0.5,1942,September,Sierra
573,51.1,2.1,1942,October,Sierra
574,39.7,0.5,1942,November,Sierra
575,35.2,2.1,1942,December,Sierra
576,33.8,2.1,1943,January,Sierra
577,35.0,1.4,1943,February,Sierra
578,38.3,1.3,1943,March,Sierra
579,45.0,2.5,1943,April,Sierra
580,50.5,1.1,1943,May,Sierra
581,51.4,-5.5,1943,June,Sierra
582,64.0,0.0,1943,July,Sierra
583,59.8,-3.2,1943,August,Sierra
584,61.0,3.5,1943,September,Sierra
585,48.8,-0.2,1943,October,Sierra
586,40.7,1.5,1943,November,Sierra
587,34.0,0.9,1943,December,Sierra
588,31.0,-0.7,1944,January,Sierra
589,30.9,-2.7,1944,February,Sierra
590,35.8,-1.2,1944,March,Sierra
591,38.9,-3.6,1944,April,Sierra
592,50.1,0.7,1944,May,Sierra
593,52.9,-4.0,1944,June,Sierra
594,62.2,-1.8,1944,July,Sierra
595,61.7,-1.3,1944,August,Sierra
596,59.7,2.2,1944,September,Sierra
597,51.6,2.6,1944,October,Sierra
598,35.5,-3.7,1944,November,Sierra
599,36.3,3.2,1944,December,Sierra
600,33.8,2.1,1945,January,Sierra
601,35.1,1.5,1945,February,Sierra
602,33.2,-3.8,1945,March,Sierra
603,43.1,0.6,1945,April,Sierra
604,48.0,-1.4,1945,May,Sierra
605,56.7,-0.2,1945,June,Sierra
606,66.0,2.0,1945,July,Sierra
607,62.8,-0.2,1945,August,Sierra
608,59.0,1.5,1945,September,Sierra
609,51.9,2.9,1945,October,Sierra
610,38.0,-1.2,1945,November,Sierra
611,32.4,-0.7,1945,December,Sierra
612,32.2,0.5,1946,January,Sierra
613,30.6,-3.0,1946,February,Sierra
614,36.4,-0.6,1946,March,Sierra
615,44.7,2.2,1946,April,Sierra
616,50.9,1.5,1946,May,Sierra
617,54.4,-2.5,1946,June,Sierra
618,64.0,0.0,1946,July,Sierra
619,63.7,0.7,1946,August,Sierra
620,56.6,-0.9,1946,September,Sierra
621,44.5,-4.5,1946,October,Sierra
622,36.3,-2.9,1946,November,Sierra
623,35.5,2.4,1946,December,Sierra
624,31.0,-0.7,1947,January,Sierra
625,38.4,4.8,1947,February,Sierra
626,39.9,2.9,1947,March,Sierra
627,44.6,2.1,1947,April,Sierra
628,54.8,5.4,1947,May,Sierra
629,55.7,-1.2,1947,June,Sierra
630,59.4,-4.6,1947,July,Sierra
631,60.1,-2.9,1947,August,Sierra
632,59.0,1.5,1947,September,Sierra
633,49.0,0.0,1947,October,Sierra
634,35.8,-3.4,1947,November,Sierra
635,32.9,-0.2,1947,December,Sierra
636,37.0,5.3,1948,January,Sierra
637,30.4,-3.2,1948,February,Sierra
638,32.5,-4.5,1948,March,Sierra
639,37.9,-4.6,1948,April,Sierra
640,45.7,-3.7,1948,May,Sierra
641,56.8,-0.1,1948,June,Sierra
642,62.0,-2.0,1948,July,Sierra
643,60.0,-3.0,1948,August,Sierra
644,56.7,-0.8,1948,September,Sierra
645,49.3,0.3,1948,October,Sierra
646,38.1,-1.1,1948,November,Sierra
647,26.6,-6.5,1948,December,Sierra
648,19.5,-12.2,1949,January,Sierra
649,26.1,-7.5,1949,February,Sierra
650,33.9,-3.1,1949,March,Sierra
651,46.3,3.8,1949,April,Sierra
652,49.0,-0.4,1949,May,Sierra
653,58.5,1.6,1949,June,Sierra
654,63.6,-0.4,1949,July,Sierra
655,60.2,-2.8,1949,August,Sierra
656,58.8,1.3,1949,September,Sierra
657,47.7,-1.3,1949,October,Sierra
658,44.1,4.9,1949,November,Sierra
659,30.7,-2.4,1949,December,Sierra
660,25.2,-6.5,1950,January,Sierra
661,34.9,1.3,1950,February,Sierra
662,35.3,-1.7,1950,March,Sierra
663,44.0,1.5,1950,April,Sierra
664,50.2,0.8,1950,May,Sierra
665,55.5,-1.4,1950,June,Sierra
666,65.5,1.5,1950,July,Sierra
667,64.1,1.1,1950,August,Sierra
668,56.4,-1.1,1950,September,Sierra
669,49.4,0.4,1950,October,Sierra
670,43.5,4.3,1950,November,Sierra
671,38.8,5.7,1950,December,Sierra
672,30.8,-0.9,1951,January,Sierra
673,34.1,0.5,1951,February,Sierra
674,36.0,-1.0,1951,March,Sierra
675,45.6,3.1,1951,April,Sierra
676,49.5,0.1,1951,May,Sierra
677,59.2,2.3,1951,June,Sierra
678,64.3,0.3,1951,July,Sierra
679,62.6,-0.4,1951,August,Sierra
680,60.6,3.1,1951,September,Sierra
681,45.6,-3.4,1951,October,Sierra
682,37.8,-1.4,1951,November,Sierra
683,29.0,-4.1,1951,December,Sierra
684,25.6,-6.1,1952,January,Sierra
685,30.6,-3.0,1952,February,Sierra
686,28.9,-8.1,1952,March,Sierra
687,42.9,0.4,1952,April,Sierra
688,50.2,0.8,1952,May,Sierra
689,53.5,-3.4,1952,June,Sierra
690,66.5,2.5,1952,July,Sierra
691,62.6,-0.4,1952,August,Sierra
692,59.3,1.8,1952,September,Sierra
693,53.8,4.8,1952,October,Sierra
694,35.8,-3.4,1952,November,Sierra
695,31.4,-1.7,1952,December,Sierra
696,36.1,4.4,1953,January,Sierra
697,35.6,2.0,1953,February,Sierra
698,36.2,-0.8,1953,March,Sierra
699,41.2,-1.3,1953,April,Sierra
700,42.8,-6.6,1953,May,Sierra
701,52.0,-4.9,1953,June,Sierra
702,64.7,0.7,1953,July,Sierra
703,60.2,-2.8,1953,August,Sierra
704,61.6,4.1,1953,September,Sierra
705,47.8,-1.2,1953,October,Sierra
706,40.4,1.2,1953,November,Sierra
707,35.2,2.1,1953,December,Sierra
708,32.3,0.6,1954,January,Sierra
709,37.8,4.2,1954,February,Sierra
710,33.8,-3.2,1954,March,Sierra
711,46.9,4.4,1954,April,Sierra
712,53.8,4.4,1954,May,Sierra
713,54.6,-2.3,1954,June,Sierra
714,64.5,0.5,1954,July,Sierra
715,59.1,-3.9,1954,August,Sierra
716,55.3,-2.2,1954,September,Sierra
717,48.4,-0.6,1954,October,Sierra
718,41.3,2.1,1954,November,Sierra
719,31.0,-2.1,1954,December,Sierra
720,25.3,-6.4,1955,January,Sierra
721,29.5,-4.1,1955,February,Sierra
722,34.5,-2.5,1955,March,Sierra
723,36.2,-6.3,1955,April,Sierra
724,49.1,-0.3,1955,May,Sierra
725,56.5,-0.4,1955,June,Sierra
726,60.5,-3.5,1955,July,Sierra
727,64.0,1.0,1955,August,Sierra
728,57.7,0.2,1955,September,Sierra
729,50.6,1.6,1955,October,Sierra
730,37.4,-1.8,1955,November,Sierra
731,34.8,1.7,1955,December,Sierra
732,32.4,0.7,1956,January,Sierra
733,27.0,-6.6,1956,February,Sierra
734,36.8,-0.2,1956,March,Sierra
735,41.9,-0.6,1956,April,Sierra
736,49.5,0.1,1956,May,Sierra
737,56.6,-0.3,1956,June,Sierra
738,64.5,0.5,1956,July,Sierra
739,60.8,-2.2,1956,August,Sierra
740,58.2,0.7,1956,September,Sierra
741,46.1,-2.9,1956,October,Sierra
742,39.2,0.0,1956,November,Sierra
743,33.3,0.2,1956,December,Sierra
744,25.3,-6.4,1957,January,Sierra
745,34.7,1.1,1957,February,Sierra
746,38.0,1.0,1957,March,Sierra
747,42.4,-0.1,1957,April,Sierra
748,47.9,-1.5,1957,May,Sierra
749,59.3,2.4,1957,June,Sierra
750,63.0,-1.0,1957,July,Sierra
751,59.5,-3.5,1957,August,Sierra
752,59.1,1.6,1957,September,Sierra
753,45.0,-4.0,1957,October,Sierra
754,36.6,-2.6,1957,November,Sierra
755,34.4,1.3,1957,December,Sierra
756,32.5,0.8,1958,January,Sierra
757,36.5,2.9,1958,February,Sierra
758,31.5,-5.5,1958,March,Sierra
759,39.9,-2.6,1958,April,Sierra
760,52.4,3.0,1958,May,Sierra
761,56.0,-0.9,1958,June,Sierra
762,64.3,0.3,1958,July,Sierra
763,67.5,4.5,1958,August,Sierra
764,59.4,1.9,1958,September,Sierra
765,53.1,4.1,1958,October,Sierra
766,39.9,0.7,1958,November,Sierra
767,39.8,6.7,1958,December,Sierra
768,35.9,4.2,1959,January,Sierra
769,31.5,-2.1,1959,February,Sierra
770,40.2,3.2,1959,March,Sierra
771,47.3,4.8,1959,April,Sierra
772,46.5,-2.9,1959,May,Sierra
773,59.7,2.8,1959,June,Sierra
774,68.4,4.4,1959,July,Sierra
775,63.0,0.0,1959,August,Sierra
776,55.5,-2.0,1959,September,Sierra
777,51.6,2.6,1959,October,Sierra
778,42.2,3.0,1959,November,Sierra
779,33.6,0.5,1959,December,Sierra
780,28.1,-3.6,1960,January,Sierra
781,31.9,-1.7,1960,February,Sierra
782,39.7,2.7,1960,March,Sierra
783,42.1,-0.4,1960,April,Sierra
784,47.0,-2.4,1960,May,Sierra
785,61.8,4.9,1960,June,Sierra
786,67.1,3.1,1960,July,Sierra
787,63.0,0.0,1960,August,Sierra
788,60.6,3.1,1960,September,Sierra
789,49.1,0.1,1960,October,Sierra
790,37.1,-2.1,1960,November,Sierra
791,34.2,1.1,1960,December,Sierra
792,36.5,4.8,1961,January,Sierra
793,36.3,2.7,1961,February,Sierra
794,35.9,-1.1,1961,March,Sierra
795,43.1,0.6,1961,April,Sierra
796,46.2,-3.2,1961,May,Sierra
797,61.7,4.8,1961,June,Sierra
798,66.0,2.0,1961,July,Sierra
799,64.9,1.9,1961,August,Sierra
800,55.4,-2.1,1961,September,Sierra
801,48.3,-0.7,1961,October,Sierra
802,37.4,-1.8,1961,November,Sierra
803,32.4,-0.7,1961,December,Sierra
804,30.8,-0.9,1962,January,Sierra
805,30.2,-3.4,1962,February,Sierra
806,31.5,-5.5,1962,March,Sierra
807,46.2,3.7,1962,April,Sierra
808,46.0,-3.4,1962,May,Sierra
809,57.3,0.4,1962,June,Sierra
810,63.6,-0.4,1962,July,Sierra
811,62.3,-0.7,1962,August,Sierra
812,59.5,2.0,1962,September,Sierra
813,49.6,0.6,1962,October,Sierra
814,41.7,2.5,1962,November,Sierra
815,37.3,4.2,1962,December,Sierra
816,32.0,0.3,1963,January,Sierra
817,42.2,8.6,1963,February,Sierra
818,34.9,-2.1,1963,March,Sierra
819,35.4,-7.1,1963,April,Sierra
820,50.6,1.2,1963,May,Sierra
821,54.8,-2.1,1963,June,Sierra
822,60.2,-3.8,1963,July,Sierra
823,61.2,-1.8,1963,August,Sierra
824,60.2,2.7,1963,September,Sierra
825,50.3,1.3,1963,October,Sierra
826,37.9,-1.3,1963,November,Sierra
827,34.9,1.8,1963,December,Sierra
828,31.0,-0.7,1964,January,Sierra
829,31.4,-2.2,1964,February,Sierra
830,33.6,-3.4,1964,March,Sierra
831,41.0,-1.5,1964,April,Sierra
832,46.0,-3.4,1964,May,Sierra
833,53.9,-3.0,1964,June,Sierra
834,63.9,-0.1,1964,July,Sierra
835,63.4,0.4,1964,August,Sierra
836,55.3,-2.2,1964,September,Sierra
837,52.9,3.9,1964,October,Sierra
838,34.3,-4.9,1964,November,Sierra
839,35.1,2.0,1964,December,Sierra
840,31.8,0.1,1965,January,Sierra
841,35.4,1.8,1965,February,Sierra
842,37.6,0.6,1965,March,Sierra
843,42.0,-0.5,1965,April,Sierra
844,47.8,-1.6,1965,May,Sierra
845,55.5,-1.4,1965,June,Sierra
846,63.2,-0.8,1965,July,Sierra
847,61.7,-1.3,1965,August,Sierra
848,53.5,-4.0,1965,September,Sierra
849,52.4,3.4,1965,October,Sierra
850,38.9,-0.3,1965,November,Sierra
851,29.0,-4.1,1965,December,Sierra
852,29.0,-2.7,1966,January,Sierra
853,29.4,-4.2,1966,February,Sierra
854,37.6,0.6,1966,March,Sierra
855,46.2,3.7,1966,April,Sierra
856,54.2,4.8,1966,May,Sierra
857,56.9,0.0,1966,June,Sierra
858,61.2,-2.8,1966,July,Sierra
859,65.3,2.3,1966,August,Sierra
860,58.5,1.0,1966,September,Sierra
861,50.1,1.1,1966,October,Sierra
862,39.4,0.2,1966,November,Sierra
863,33.1,0.0,1966,December,Sierra
864,32.9,1.2,1967,January,Sierra
865,36.1,2.5,1967,February,Sierra
866,34.8,-2.2,1967,March,Sierra
867,31.6,-10.9,1967,April,Sierra
868,48.9,-0.5,1967,May,Sierra
869,55.0,-1.9,1967,June,Sierra
870,65.8,1.8,1967,July,Sierra
871,67.5,4.5,1967,August,Sierra
872,60.9,3.4,1967,September,Sierra
873,49.8,0.8,1967,October,Sierra
874,43.1,3.9,1967,November,Sierra
875,27.4,-5.7,1967,December,Sierra
876,30.6,-1.1,1968,January,Sierra
877,37.1,3.5,1968,February,Sierra
878,38.6,1.6,1968,March,Sierra
879,43.1,0.6,1968,April,Sierra
880,48.7,-0.7,1968,May,Sierra
881,59.1,2.2,1968,June,Sierra
882,66.0,2.0,1968,July,Sierra
883,59.2,-3.8,1968,August,Sierra
884,58.3,0.8,1968,September,Sierra
885,48.9,-0.1,1968,October,Sierra
886,38.4,-0.8,1968,November,Sierra
887,28.6,-4.5,1968,December,Sierra
888,30.7,-1.0,1969,January,Sierra
889,27.9,-5.7,1969,February,Sierra
890,34.2,-2.8,1969,March,Sierra
891,41.5,-1.0,1969,April,Sierra
892,53.4,4.0,1969,May,Sierra
893,56.8,-0.1,1969,June,Sierra
894,65.1,1.1,1969,July,Sierra
895,64.3,1.3,1969,August,Sierra
896,59.7,2.2,1969,September,Sierra
897,44.8,-4.2,1969,October,Sierra
898,41.0,1.8,1969,November,Sierra
899,35.4,2.3,1969,December,Sierra
900,35.2,3.5,1970,January,Sierra
901,37.9,4.3,1970,February,Sierra
902,38.3,1.3,1970,March,Sierra
903,38.1,-4.4,1970,April,Sierra
904,51.2,1.8,1970,May,Sierra
905,59.0,2.1,1970,June,Sierra
906,65.9,1.9,1970,July,Sierra
907,64.3,1.3,1970,August,Sierra
908,56.0,-1.5,1970,September,Sierra
909,47.5,-1.5,1970,October,Sierra
910,40.5,1.3,1970,November,Sierra
911,29.2,-3.9,1970,December,Sierra
912,31.4,-0.3,1971,January,Sierra
913,33.6,0.0,1971,February,Sierra
914,34.8,-2.2,1971,March,Sierra
915,40.4,-2.1,1971,April,Sierra
916,45.8,-3.6,1971,May,Sierra
917,54.5,-2.4,1971,June,Sierra
918,65.3,1.3,1971,July,Sierra
919,65.6,2.6,1971,August,Sierra
920,55.7,-1.8,1971,September,Sierra
921,45.1,-3.9,1971,October,Sierra
922,37.4,-1.8,1971,November,Sierra
923,27.2,-5.9,1971,December,Sierra
924,28.0,-3.7,1972,January,Sierra
925,34.6,1.0,1972,February,Sierra
926,42.4,5.4,1972,March,Sierra
927,40.4,-2.1,1972,April,Sierra
928,50.9,1.5,1972,May,Sierra
929,59.5,2.6,1972,June,Sierra
930,65.6,1.6,1972,July,Sierra
931,63.8,0.8,1972,August,Sierra
932,54.7,-2.8,1972,September,Sierra
933,46.8,-2.2,1972,October,Sierra
934,36.0,-3.2,1972,November,Sierra
935,26.8,-6.3,1972,December,Sierra
936,28.2,-3.5,1973,January,Sierra
937,33.9,0.3,1973,February,Sierra
938,33.5,-3.5,1973,March,Sierra
939,42.9,0.4,1973,April,Sierra
940,53.8,4.4,1973,May,Sierra
941,59.0,2.1,1973,June,Sierra
942,65.2,1.2,1973,July,Sierra
943,62.5,-0.5,1973,August,Sierra
944,56.0,-1.5,1973,September,Sierra
945,47.0,-2.0,1973,October,Sierra
946,35.4,-3.8,1973,November,Sierra
947,33.5,0.4,1973,December,Sierra
948,30.6,-1.1,1974,January,Sierra
949,33.6,0.0,1974,February,Sierra
950,37.3,0.3,1974,March,Sierra
951,39.9,-2.6,1974,April,Sierra
952,50.0,0.6,1974,May,Sierra
953,59.7,2.8,1974,June,Sierra
954,62.5,-1.5,1974,July,Sierra
955,62.7,-0.3,1974,August,Sierra
956,60.8,3.3,1974,September,Sierra
957,50.0,1.0,1974,October,Sierra
958,38.7,-0.5,1974,November,Sierra
959,32.4,-0.7,1974,December,Sierra
960,32.2,0.5,1975,January,Sierra
961,31.9,-1.7,1975,February,Sierra
962,33.3,-3.7,1975,March,Sierra
963,33.8,-8.7,1975,April,Sierra
964,49.1,-0.3,1975,May,Sierra
965,56.8,-0.1,1975,June,Sierra
966,63.2,-0.8,1975,July,Sierra
967,60.5,-2.5,1975,August,Sierra
968,61.6,4.1,1975,September,Sierra
969,46.3,-2.7,1975,October,Sierra
970,36.7,-2.5,1975,November,Sierra
971,36.2,3.1,1975,December,Sierra
972,34.6,2.9,1976,January,Sierra
973,34.1,0.5,1976,February,Sierra
